MOLENAME;TherapeuticIndication;TargetedRT;TargetedMZ;DrugPoolNumbers;EstimatedColonConcentrationMaier2018uM;SMILES;STATUS;TradeName;cas;iupacName;molArea;molCACO2;molFormula;molHALFLIFE;molHERG;molLD50;molLogP;molLogS;molPAINS;molPAMPA;molPGPINHIB;molPGPSUBST;molPSA;molVolume;molWeight;name;ref;salt_name;salt_smiles;smiles;source;Number_of_aliphatic_carboxylic_acids;Number_of_aliphatic_hydroxyl_groups;Number_of_aliphatic_hydroxyl_groups_excluding_tert_OH;Number_of_N_functional_groups_attached_to_aromatics;Number_of_Aromatic_carboxylic_acide;Number_of_aromatic_nitrogens;Number_of_aromatic_amines;Number_of_aromatic_hydroxyl_groups;Number_of_carboxylic_acids;Number_of_carboxylic_acids2;Number_of_carbonyl_O;Number_of_carbonyl_O__excluding_COOH;Number_of_thiocarbonyl;Number_of_C_OH_CCN_Ctert_alkyl_or_C_OH_CCNcyclic;Number_of_Imines;Number_of_Tertiary_amines;Number_of_Secondary_amines;Number_of_Primary_amines;Number_of_hydroxylamine_groups;Number_of_XCCNR_groups;Number_of_tert_alicyclic_amines;Number_of_H_pyrrole_nitrogens;Number_of_thiol_groups;Number_of_aldehydes;Number_of_alkyl_carbamates__subject_to_hydrolysis_;Number_of_alkyl_halides;Number_of_allylic_oxidation_sites_excluding_steroid_dienone;Number_of_amides;Number_of_amidine_groups;Number_of_anilines;Number_of_aryl_methyl_sites_for_hydroxylation;Number_of_azide_groups;Number_of_azo_groups;Number_of_barbiturate_groups;Number_of_benzene_rings;Number_of_benzodiazepines_with_no_additional_fused_rings;Bicyclic;Number_of_diazo_groups;Number_of_dihydropyridines;Number_of_epoxide_rings;Number_of_esters;Number_of_ether_oxygens__including_phenoxy_;Number_of_furan_rings;Number_of_guanidine_groups;Number_of_halogens;Number_of_hydrazine_groups;Number_of_hydrazone_groups;Number_of_imidazole_rings;Number_of_imide_groups;Number_of_isocyanates;Number_of_isothiocyanates;Number_of_ketones;Number_of_ketones_excluding_diaryl;Number_of_beta_lactams;Number_of_cyclic_esters__lactones_;Number_of_methoxy_groups__OCH3;Number_of_morpholine_rings;Number_of_nitriles;Number_of_nitro_groups;Number_of_nitro_benzene_ring_substituents;Number_of_non_ortho_nitro_benzene_ring_substituents;Number_of_nitroso_groups__excluding_NO2;Number_of_oxazole_rings;Number_of_oxime_groups;Number_of_para_hydroxylation_sites;Number_of_phenols;Number_of_phenolic_OH_excluding_ortho;Number_of_phosphoric_acid_groups;Number_of_phosphoric_ester_groups;Number_of_piperdine_rings;Number_of_piperzine_rings;Number_of_primary_amides;Number_of_primary_sulfonamides;Number_of_pyridine_rings;Number_of_quarternary_nitrogens;Number_of_thioether;Number_of_sulfonamides;Number_of_sulfone_groups;Number_of_terminal_acetylenes;Number_of_tetrazole_rings;Number_of_thiazole_rings;Number_of_thiocyanates;Number_of_thiophene_rings;Number_of_unbranched_alkanes_of_at_least_4_members;Number_of_urea_groups
OLMESARTAN MEDOXOMIL;Angiotensin II inhibitor prodrug, antihypertensive;3.79;558.222684;4   5  20  21;NaN;CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1;USAN, INN, BAN;BENICAR;144689-63-4;(5-methyl-2-oxo-1,3-dioxol-4-yl)-methyl 5-(1-hydroxy-1-methyl-ethyl)-2-propyl-3-(4-(2-(2H-1,2,3,4-tetraazol-5-yl)-phenyl)-benzyl)-3H-imidazole-4-carboxylate;588.966443;-5.36;C29H29N6O6;1.94;0.26;468.55;3.661242;-5.849749;0.31;-5.03;0.06;0.06;122.937051;561.440447;557.214858;Olmesartan Medoxomil;"J Hypertens 15:1809 (1997); Curr Opin Cardiovasc Pulm Renal Invest Drugs 2:378 (2000)";;;CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc1ccc(cc1)c1ccccc1C1=N[N-]N=N1)C(C)(C)O;"synthetic; CS-866";0;1;0;0;0;6;0;0;0;0;1;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
OMEPRAZOLE;gastric acid depressant;2.97;345.114713;2  10  12  15;41.49498358;COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1;USP, INN, BAN, JAN;PRILOSEC;73590-58-6;3-methoxy-8-((4-methoxy-3,5-dimethyl-pyridin-2-yl)-methylsulfinyl)-7,9-diaza-bicyclo[4.3.0]nona-1(6),2,4,7-tetraene;369.195741;-5.08;C17H19N3O3S;18.76;0;547.26;2.630368;-5.393599;0.08;-5.27;0;0;59.88369;325.715543;345.114712;Omeprazole;;;;Cc1cnc(CS(c2nc3ccc(cc3[nH]2)OC)=O)c(C)c1OC;"synthetic; H-168/68";0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ORPHENADRINE CITRATE;muscle relaxant (skeletal), antihistaminic;2.93;269.177964;5   9  18  19;NaN;Cc1ccccc1C(OCC[NH+](C)C)c1ccccc1;USP, INN, BAN;NORFLEX;4682-36-4, 83-98-7 [orphenadrine];N,N-dimethyl-2-(o-tolyl-phenyl-methoxy)-ethanamine;351.675859;-4.85;C18H24NO;15.88;0.84;118.05;2.541678;-2.859534;0.09;-4.5;0.02;0.02;11.006465;287.518805;270.185789;Orphenadrine;;citrate;C(C(O)=O)C(CC(O)=O)(C(O)=O)O;Cc1ccccc1C(c1ccccc1)OCC[N+](C)C;synthetic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
OXAPROZIN;antiinflammatory;4.57;293.105194;4   5  16  18;2386.430212;O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1;USP, INN, BAN, JAN;DAYPRO;21256-18-8;;319.503213;-5;C18H14NO3;1.48;0.11;589.44;3.843131;-4.134424;0.03;-4.69;0;0.01;46.221638;276.696755;292.097368;Oxaprozin;;;;C(Cc1nc(c2ccccc2)c(c2ccccc2)o1)C([O-])=O;"synthetic; WY-21743";1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OXCARBAZEPINE;antipsychotic;3.2;252.089878;2   9  11  14;NaN;NC(=O)N1c2ccccc2CC(=O)c2ccccc21;USAN, INN, BAN;TRILEPTAL;28721-07-5;;257.566588;-4.91;C15H12N2O2;1.47;0;368.05;2.11523;-4.449864;0.01;-4.96;0;0.01;46.600802;252.36059;252.089878;Oxcarbazepine;;;;C1C(c2ccccc2N(C(N)=O)c2ccccc12)=O;"synthetic; GP-47680, KIN-493";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
OXETHAZAINE;anesthetic (local);3.87;467.314792;2   8  10  18;NaN;CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1;USAN, INN, BAN, JAN;;126-27-2;1-((1,1-dimethyl-2-phenyl-ethyl)-methyl-amino)-2-((2-((1,1-dimethyl-2-phenyl-ethyl)-methyl-amino)-2-oxo-ethyl)-(2-hydroxy-ethyl)-amino)-ethanone;569.228473;-4.86;C28H41N3O3;0.97;0.49;710.63;2.593439;-5.162121;0.14;-4.88;0.05;0.03;51.370068;526.738969;467.314792;Oxethazaine;;;;CC(C)(Cc1ccccc1)N(C)C(CN(CCO)CC(N(C)C(C)(C)Cc1ccccc1)=O)=O;"synthetic; Wy-806";0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OXYBUTYNIN CHLORIDE;anticholinergic;3.27;357.230394;7   8  15  16;NaN;CC[NH+](CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1;USP, JAN;DITROPAN;1508-65-2;4-diethylamino-but-2-ynyl 2-cyclohexyl-2-hydroxy-2-phenyl-ethanoate;448.430205;-4.77;C22H32NO3;0.83;0.75;68.95;3.124317;-3.508054;0.16;-4.69;0;0;39.686118;417.882208;358.238219;Oxybutynin;"Toxicol Appl Pharmacol 18:185 (1971); Drugs Aging 6:243 (1995)";chloride;[Cl-];CC[N+](CC)CC#CCOC(C(C1CCCCC1)(c1ccccc1)O)=O;"synthetic; MJ-4309-1, 5058";0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PACLITAXEL;antineoplastic;4.66;853.330959;4   5  14  15;NaN;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;USP, INN, BAN;TAXOL;33069-62-4;;853.428548;-5.82;C47H51NO14;2.09;0.21;98.23;3.376344;-7.424505;0.3;-5.7;0.35;0.37;171.945324;899.127819;853.330955;SCHEMBL788187;J Am Chem Soc 93: 2325 (1971);;;CC1=C2[C@H](C([C@@]3(C)C([C@@H]([C@](C[C@@H]1OC([C@@H]([C@H](c1ccccc1)NC(c1ccccc1)=O)O)=O)(C2(C)C)O)OC(c1ccccc1)=O)[C@@]1(CO[C@@H]1C[C@@H]3O)OC(C)=O)=O)OC(C)=O;"Taxus breviofolia; BMS-181339-01";0;3;2;0;0;0;0;0;0;0;6;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;5;0;0;0;4;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIPERIDONE;schizopheria therapy;2.24;426.206719;7   8  14  17;NaN;Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O;USAN, INN, BAN;INVEGA;144598-74-4;3-(2-(4-(4-fluoro-7-oxa-8-aza-bicyclo[4.3.0]nona-1(6),2,4,8-tetraen-9-yl)-piperidin-1-yl)-ethyl)-7-hydroxy-4-methyl-1,5-diaza-bicyclo[4.4.0]deca-3,5-dien-2-one;463.094072;-4.81;C23H28FN4O3;2.23;0.85;120.95;1.923482;-3.951495;0.26;-5.15;0.08;0.17;66.315358;457.081306;427.214544;CHEMBL2361980;"Am J Health-System Pharm 65:403 (2008); Psychosomatics 51:80 (2010)";;;CC1=C(CC[N+]2CCC(CC2)c2c3ccc(cc3on2)F)C(N2CCC[C@H](C2=N1)O)=O;synthetic;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PANTOPRAZOLE;proton pump inhibitor, gastric acid release inhibitor, antiulcer;3.16;383.075135;7   8  11  12;NaN;COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC;USAN, INN, BAN;PROTONIX;102625-70-7;4-(difluoro-methoxy)-8-((3,4-dimethoxy-pyridin-2-yl)-methylsulfinyl)-7,9-diaza-bicyclo[4.3.0]nona-1(6),2,4,7-tetraene;357.58007;-5.13;C16H15F2N3O4S;9.22;0.11;442.45;2.441112;-5.143601;0.07;-5.23;0.01;0.02;66.485746;319.607795;383.075133;Pantoprazole;"Gastroenterology 118:696 (2000); Am J Health Syst Pharm 58:999 (2001)";;;COc1ccnc(CS(c2nc3cc(ccc3[nH]2)OC(F)F)=O)c1OC;"synthetic; SK&F-96022, BY-1023";0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PAPAVERINE;muscle relaxant (smooth), cerebral vasodilator;2.4;339.147059;2   7  15  17;NaN;COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC;USP, BAN, JAN;PAVABID;61-25-6, 58-74-2 [papaverine];2-(3,4-dimethoxy-benzyl)-8,9-dimethoxy-3-aza-bicyclo[4.4.0]deca-1,3,5,7,9-pentaene;377.664309;-4.85;C20H21NO4;5.7;0;513.78;4.147808;-4.666153;0.19;-4.67;0.05;0.03;40.530518;338.711518;339.147058;Papaverine;"N Eng J Med 281:1333, 1364 (1969);  Postgrad Med J 56:488 (1980)";chloride;[Cl-];COc1ccc(Cc2c3cc(c(cc3ccn2)OC)OC)cc1OC;Papaver somniferum, Rauwolfia serpentina;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PAROXETINE;antidepressant;3.05;329.142721;2   7  14  16;82.00406565;Fc1ccc(C2CC[NH2+]CC2COc2ccc3c(c2)OCO3)cc1;USP, INN, BAN;PAXIL;61869-08-7;3-((7,9-dioxa-bicyclo[4.3.0]nona-1(6),2,4-trien-3-yloxy)-methyl)-4-(4-fluoro-phenyl)-piperidine;355.885454;-5.2;C19H21FNO3;6.74;0.87;364.32;3.748278;-4.976658;0.05;-4.31;0.06;0.05;36.393781;317.061974;330.150547;Paroxetine;"Psychopharmacology 127:73 (1996);132:296 (1997);159:266 (2002); Br J Psychiatry 175:120 (1999)";chloride;[Cl-];C1C[N+]C[C@@H](COc2ccc3c(c2)OCO3)[C@@H]1c1ccc(cc1)F;synthetic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PENBUTOLOL SULFATE;beta-adrenergic blocker;3.32;291.219829;1   5  13  20;NaN;CC(C)(C)[NH2+]CC(O)COc1ccccc1C1CCCC1;USP, INN, BAN, JAN;LEVATOL;38363-32-5;3-(2-cyclopentyl-phenoxy)-1-(1,1-dimethyl-ethylamino)-propan-2-ol;378.104368;-4.8;C18H30NO2;5.47;0.41;66.11;2.498273;-4.494602;0.02;-4.82;0.02;0.08;35.382295;330.128057;292.227654;Penbutolol;Drug Delivery 16:11 (2009);sulfate;[O-]S([O-])(=O)=O;CC(C)(C)[N+]C[C@@H](COc1ccccc1C1CCCC1)O;"synthetic; HOE-893d, HOE-39893d";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PENTOXIFYLLINE;PDE inhibitor, bronchodilator, vasodilator;2.8;278.137891;6  13  15  18;NaN;CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O;USP, INN, BAN, JAN;PENTOXIL;06.05.6493;2,7-dimethyl-4-(5-oxo-hexyl)-2,4,7,9-tetraaza-bicyclo[4.3.0]nona-1(6),8-diene-3,5-dione;312.156721;-4.73;C13H18N4O3;0.04;0.11;301.89;0.659519;-1.454528;0;-5.11;0;0.01;57.335582;302.227568;278.13789;Pentoxifylline;"Arzneim Forsch 21:1159, 1160 (1971); Drugs 34:50 (1987)";;;CC(CCCCN1C(c2c(ncn2C)N(C)C1=O)=O)=O;"synthetic; BL-191";0;0;0;0;0;4;0;0;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
PERGOLIDE MESYLATE;dopamine receptor agonist;2.6;314.181669;4   5  13  19;NaN;CCC[NH+]1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21;USP, INN, BAN;PERMAX;66104-23-2, 66104-22-1 [pergolide];;368.06954;-4.77;C19H27N2S;3.14;0.67;120.29;3.707425;-4.860846;0.26;-5.16;0.02;0.04;13.129296;332.68169;315.189495;Pergolide;"Adv Neurol 45:551, 555 (1986); Clin Neuropharmacol 25:1 (2002)";methyl sulfonate;CS([O-])(=O)=O;[H][C@@]12C[C@H](C[N+](CCC)[C@]2([H])Cc2c[nH]c3cccc1c23)CSC;"semisynthetic; LY-127809";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
PERICYAZINE;antipsychotic;2.94;365.156184;8  12  14  18;NaN;N#Cc1ccc2c(c1)N(CCC[NH+]1CCC(O)CC1)c1ccccc1S2;INN, BAN, JAN;AOLEPT;2622-26-6;;408.202274;-4.94;C21H24N3OS;2.34;0.66;200.25;3.702912;-4.757169;0.36;-4.85;0.05;0.15;38.024676;372.117245;366.164008;PERICYAZINE;"Arzneim Forsch 17:159 (1967); Toxicol Appl Pharmacol 21:315 (1972)";;;C(CN1c2ccccc2Sc2ccc(C#N)cc12)C[N+]1CCC(CC1)O;"synthetic; RP-8909, SKF-20716";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PERINDOPRIL ERBUMINE;antihypertensive, ACE inhibitor;3.07;368.231123;2   7  10  11;NaN;CCCC(NC(C)C(=O)N1C(C(=O)[O-])CC2CCCCC21)C(=O)OCC;USAN, INN, BAN;ACEON;"107133-36-8; 82834-16-0 (perindopril)";;435.154325;-5.26;C19H31N2O5;0.74;0.26;244.13;1.766174;-3.039138;0.1;-5.04;0;0.01;75.865775;391.300422;367.223297;Perindopril;"Br J Clin Pharmacol 23:159 (1987); J Cardiovasc Pharmacol 10suppl:7: 116 (1987)";t-butylamino;CC(C)(C)[N+];CCC[C@@H](C(=O)OCC)N[C@@H](C)C(N1[C@@H](C[C@@H]2CCCC[C@H]12)C([O-])=O)=O;"synthetic; S-9490, McN-A-28833-109";1;0;0;0;0;0;0;0;1;1;3;3;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PHENACETIN;analgesic, antipyretic;2.83;179.094629;4   5  11  12;NaN;CCOc1ccc(NC(C)=O)cc1;USP-XX, INN, BAN;SARIDON;62-44-2;1-(4-ethoxy-phenylamino)-ethanone;218.054824;-4.69;C10H13NO2;3.32;0.15;334.36;1.963777;-2.315019;0;-5.55;0;0;30.623915;187.26353;179.094629;Phenacetin;"Toxicol Appl Pharmacol 1:240 (1959); N Engl J Med 308:357 (1983); 320:1238 (1989)";;;CCOc1ccc(cc1)NC(C)=O;synthetic;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PHENAZOPYRIDINE;analgesic;2.68;213.101445;1   5  12  18;NaN;Nc1ccc(N=Nc2ccccc2)c(N)n1;USP, INN, BAN;PYRIDIUM;136-40-3, 94-78-0 [phenazopyridine];;231.190695;-4.74;C11H11N5;2.77;0.18;305.99;3.119692;-4.420411;0.3;-4.81;0;0;71.176373;178.022909;213.101445;Phenazopyridine;"J Med Genet 20:307 (1983); Am J Med 91:315 (1991); Ann Pharmacother 39:1128 (2005)";chloride;[Cl-];c1ccc(cc1)N=Nc1ccc(N)nc1N;"synthetic; NC-150, W-1655";0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PHENYTOIN SODIUM;anticonvulsant, antieleptic;NaN;252.089895;14  17  18  19;NaN;O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1;USP, JAN;DILANTIN;630-93-3, 57-41-0 [phenytoin];5,5-diphenyl-imidazolidine-2,4-dione;263.895787;-4.35;C15H11N2O2;1.87;0.15;563.01;2.545803;-3.719163;0.02;-4.79;0;0;50.219278;256.646525;251.082053;Phenytoin;"Arzneim Forsch 4:723 (1954); Prog Cardiovasc Dis 12:1 (1969)";Sodium;[Na+];c1ccc(cc1)C1(C([N-]C(N1)=O)=O)c1ccccc1;synthetic;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PIDOTIMOD;immune stimulant;NaN;244.05178;14  16  18  20;NaN;O=C1CCC(C(=O)N2CSCC2C(=O)[O-])N1;INN;POLIMOD;121808-62-6;;247.510776;-5.24;C9H11N2O4S;7.65;0;257.04;-1.229107;-1.606457;0;-5.47;0;0.03;71.355197;237.878391;243.043953;Pidotimod;"Int J Immunother 9:85 (1993); 10:35 (1994); Arzneim Forsch 44:1448 (1994); Arch Pharmacal Research 31: 1153 (2008)";;;C1C[C@@H](C(N2CSC[C@H]2C([O-])=O)=O)NC1=O;synthetic;1;0;0;0;0;0;0;0;1;1;3;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
PIMOZIDE;antipsychotic;3.46;461.227867;6  13  14  19;2.166567297;O=c1[nH]c2ccccc2n1C1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1;USP, INN, BAN, JAN;ORAP;2062-78-4;7-(1-(4,4-di(4-fluoro-phenyl)-butyl)-piperidin-4-yl)-7,9-diaza-bicyclo[4.3.0]nona-1,3,5-trien-8-one;508.263051;-4.97;C28H30F2N3O;18.41;0.97;442.4;5.984227;-6.699545;0.37;-4.82;0.02;0.09;29.530915;454.569164;462.235694;Pimozide;"Science 220:1304 (1983); Am J Psychiatry 140:1235 (1983)";;;C(CC(c1ccc(cc1)F)c1ccc(cc1)F)C[N+]1CCC(CC1)N1C(Nc2ccccc12)=O;"synthetic; McN-JR-6238, R-6238";0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PITAVASTATIN CALCIUM;HMGA reductase inhibitor;3.82;421.168937;11  12  20  21;NaN;O=C([O-])CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1;USAN, INN;LIVALO;147511-69-1;1-(3-cyclopropyl-5-(4-fluoro-phenyl)-2-aza-bicyclo[4.4.0]deca-1(10),2,4,6,8-pentaen-4-yl)-3,5,7-trihydroxy-7-oxo-hept-1-ene;436.704955;-5.3;C25H23FNO4;5.32;0.23;20.19;4.73519;-6.14563;0.45;-4.82;0.05;0.12;70.942504;422.451939;420.161111;Livalo;"Arzneim Forsch 47:904 (1997); Cardiovasc Drug Rev 21:199 (2003); Int J Clin Pract 59:239 (2005)";Calcium;[Ca++];C1CC1c1c(C=C[C@H](C[C@H](CC([O-])=O)O)O)c(c2ccc(cc2)F)c2ccccc2n1;synthetic;1;2;2;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PRANOPROFEN;antiinflammatory;3.66;255.089544;1   5  11  19;NaN;CC(C(=O)[O-])c1ccc2c(c1)Cc1cccnc1O2;INN, JAN;NIFLAN;52549-17-4;;268.348806;-4.69;C15H12NO3;0.44;0;552.17;3.113942;-3.676079;0.08;-4.53;0;0.04;45.427067;237.728122;254.081718;Pranoprofen;J Ocular Pharmacol Therapeut 23: 280 (2007);;;CC(C([O-])=O)c1ccc2c(Cc3cccnc3O2)c1;synthetic;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
